X,Y,CCN,REPORT_DAT
-76.96653409,38.8558747,23189568,11/19/2023
-76.98741931,38.85980706,23189586,11/19/2023
-76.99250643,38.94932862,23189619,11/19/2023
-76.99715929,38.92094079,23189852,11/20/2023
-76.94764978,38.89666367,23190304,11/20/2023
-77.00470383,38.8826098,23174349,10/23/2023
-77.02731116,38.96945967,23175010,10/25/2023
-76.98702411,38.88712896,23175059,10/24/2023
-76.96513633,38.91714501,23175323,10/25/2023
-77.03179064,38.93166585,23175530,10/25/2023
-77.00392581,38.82284852,23176099,10/26/2023
-77.04422813,38.92324714,23175183,10/24/2023
-77.05985382,38.95278533,23424159,10/28/2023
-77.03078796,38.91409899,23424233,11/2/2023
-76.99130218,38.93784892,23424292,11/4/2023
-77.02698651,38.94863112,23424465,11/8/2023
-77.02838026,38.93231317,23176586,10/27/2023
-76.97511483,38.91729421,23176757,10/27/2023
-77.06413934,38.90685255,23176785,10/30/2023
-77.00826341,38.87929416,23176810,10/27/2023
-77.0436664,38.91643805,23176861,10/27/2023
-77.04166268,38.91447064,23176891,10/27/2023
-77.02090852,38.8948006,23177766,10/29/2023
-76.97511483,38.91729421,23178078,10/29/2023
-77.00194481,38.82293403,23178469,10/30/2023
-77.06024058,38.90847847,23179185,10/31/2023
-77.00588677,38.90605178,23179229,10/31/2023
-76.96653604,38.92237358,23179559,11/1/2023
-77.01107201,38.83325606,23182026,11/5/2023
-77.03752812,38.90253283,23182039,11/6/2023
-77.02394369,38.88485142,23182361,11/16/2023
-76.93785709,38.8903722,23182765,11/7/2023
-77.06391816,38.94487643,23182770,11/7/2023
-77.08560384,38.94791079,23183140,11/7/2023
-77.08380461,38.94038044,23183209,11/7/2023
-77.00005193,38.87648769,23183272,11/8/2023
-77.0621667,38.91098395,23183317,11/8/2023
-77.03325629,38.91113448,23183858,11/9/2023
-77.05808284,38.93483207,23184179,11/9/2023
-77.02651085,38.89735568,23184214,11/9/2023
-77.03540878,38.93125827,23184867,11/10/2023
-77.02384763,38.93333725,23173877,10/22/2023
-77.0199148,38.90200251,23178911,10/31/2023
-76.989343,38.90593226,23424794,11/18/2023
-77.0556511,38.93563707,23189346,11/19/2023
-77.03195544,38.91002502,23424860,11/18/2023
-77.0135976,38.95503337,23173894,10/22/2023
-77.034268,38.93358473,23175169,10/24/2023
-77.03645237,38.93589182,23424816,11/18/2023
-76.98608266,38.90660755,23424847,11/18/2023
-77.02463565,38.91879983,23424854,11/18/2023
-77.03078994,38.91629207,23424908,11/19/2023
-77.03085983,38.9224369,23424138,10/27/2023
-77.05329735,38.9044543,23424237,11/2/2023
-76.93138412,38.88401954,23185465,11/12/2023
-77.05913594,38.90390063,23185795,11/12/2023
-77.04379976,38.93100436,23185858,11/12/2023
-77.0006292,38.95309774,23185978,11/13/2023
-76.93603979,38.88627286,23186175,11/13/2023
-76.92545433,38.90233288,23186252,11/13/2023
-77.03325664,38.90965936,23186517,11/13/2023
-77.03880793,38.93350179,23186557,11/14/2023
-77.02784233,38.97656516,23186895,11/14/2023
-77.02808849,38.93294274,23187577,11/16/2023
-77.058879,38.93620283,23187619,11/15/2023
-77.00899955,38.83256873,23187984,11/17/2023
-77.02886581,38.89524275,23188389,11/17/2023
-77.00080401,38.95570609,23188452,11/17/2023
-77.01990389,38.9103901,23424124,10/27/2023
-77.00278004,38.89201777,23424463,11/8/2023
-77.02693516,38.9482635,23186942,11/14/2023
-76.99103957,38.93303955,23189069,11/18/2023
-77.0181719,38.91729833,23424231,11/2/2023
-77.03324729,38.91483889,23424244,11/2/2023
-77.07796907,38.93678521,23424455,11/8/2023
-77.00667056,38.87929192,23424654,11/12/2023
-77.00435542,38.87701219,23424800,11/18/2023
-76.9902484,38.88348047,23424309,11/5/2023
-77.02294478,38.91039242,23424551,11/9/2023
-77.03078841,38.91700787,23424596,11/10/2023
-77.0327346,38.93283181,23424642,11/12/2023
-76.98952794,38.92865616,23424766,11/16/2023
-77.05190543,38.9242076,23424857,11/18/2023
-77.04724923,38.90559331,23188613,11/18/2023
-77.02510435,38.94028518,23175804,10/25/2023
-77.01617121,38.9129458,23181381,11/4/2023
-77.0371709,38.9247457,23183743,11/8/2023
-77.02755376,38.90093076,23186805,11/14/2023
-77.00196342,38.83562564,23187027,11/14/2023
-77.00053907,38.87434209,23187377,11/15/2023
-76.98550834,38.89037468,23182687,11/6/2023
-77.0350807,38.93743401,23424693,11/14/2023
-77.04167208,38.91002268,23424108,10/26/2023
-76.99557009,38.88981229,23424076,10/22/2023
-76.95660267,38.92216438,23186249,11/13/2023
-77.058879,38.93620283,23186267,11/13/2023
-77.01905626,38.93044106,23424149,10/28/2023
-76.9977019,38.94073989,23181546,11/5/2023
-76.99723556,38.84530521,23181932,11/5/2023
-77.02719913,38.9707068,23187100,11/15/2023
-77.03110565,38.98474146,23187509,11/15/2023
-76.99024478,38.88255346,23188113,11/16/2023
-76.95831386,38.87238087,23188375,11/17/2023
-77.02519791,38.94456086,23188645,11/17/2023
-76.96762165,38.9231277,23188943,11/18/2023
-77.01617648,38.90313508,23189805,11/20/2023
-76.9958484,38.92447255,23189985,11/20/2023
-77.03135772,38.92966243,23174109,10/22/2023
-77.04087789,38.92387768,23174238,10/23/2023
-76.92908648,38.89291027,23174373,10/23/2023
-76.99497645,38.88323872,23174405,10/23/2023
-77.07838827,38.9324304,23174542,10/23/2023
-76.9981902,38.84411818,23175381,10/25/2023
-77.00054784,38.87569227,23175833,10/25/2023
-76.99500243,38.95546798,23176157,10/26/2023
-76.99314249,38.9222244,23176312,10/26/2023
-77.01690493,38.95547308,23176333,10/26/2023
-77.04087789,38.92387768,23176363,10/26/2023
-76.95864891,38.88364144,23176634,10/27/2023
-77.02885478,38.91700756,23177361,10/29/2023
-77.03653927,38.90470415,23177907,10/29/2023
-77.0027806,38.9595752,23178038,10/29/2023
-76.99754818,38.90941274,23178197,10/30/2023
-77.03848522,38.91298832,23424192,10/31/2023
-77.04513767,38.93146697,23189179,11/18/2023
-77.02962507,38.9148387,23187522,11/15/2023
-76.92915743,38.90105717,23187581,11/16/2023
-77.03654082,38.90374679,23174825,10/23/2023
-77.03966944,38.90315162,23176426,10/26/2023
-76.98424857,38.90197333,23179065,10/31/2023
-77.03915278,38.92718784,23179500,11/1/2023
-76.96923946,38.85175473,23180043,11/2/2023
-77.03078841,38.91700787,23180060,11/2/2023
-77.00734621,38.83175062,23180170,11/2/2023
-77.03758974,38.92933377,23180632,11/3/2023
-76.92908648,38.89291027,23181216,11/4/2023
-77.02459085,38.92797517,23181360,11/4/2023
-77.06851934,38.91071672,23181451,11/4/2023
-76.92449359,38.89078064,23181548,11/4/2023
-77.01217601,38.87381352,23181691,11/5/2023
-77.02885376,38.90565461,23424446,11/8/2023
-77.00589258,38.88428099,23424645,11/12/2023
-76.9973071,38.90021115,23424700,11/14/2023
-77.02837726,38.92475988,23189044,11/18/2023
-77.02499015,38.91756615,23175896,10/25/2023
-77.01464607,38.9493365,23178391,10/30/2023
-76.9799399,38.90155459,23177623,10/28/2023
-77.02731116,38.96945967,23183261,11/8/2023
-76.98907132,38.88840497,23173836,10/22/2023
-76.97163851,38.84646927,23175423,10/25/2023
-77.02651085,38.89735568,23179920,11/2/2023
-77.01755223,38.90374159,23181877,11/5/2023
-77.00971665,38.82439449,23181895,11/6/2023
-77.00747637,38.90565019,23181959,11/5/2023
-77.00255229,38.90565373,23182480,11/6/2023
-77.02544366,38.97831303,23182915,11/7/2023
-77.02808239,38.91484088,23183535,11/8/2023
-76.98513593,38.9041368,23183568,11/8/2023
-76.9812445,38.86426123,23184113,11/9/2023
-77.01161594,38.86463204,23186042,11/13/2023
-77.04775791,38.89736207,23186889,11/14/2023
-77.03652601,38.90964974,23186684,11/14/2023
-77.03328634,38.91919369,23177541,10/28/2023
-76.96816573,38.85517144,23181319,11/4/2023
-76.92914156,38.87939543,23177249,10/28/2023
-77.00570881,38.8411039,23179297,11/1/2023
-77.02142271,38.91113049,23180715,11/3/2023
-77.00746436,38.87556663,23182965,11/7/2023
-77.03273216,38.92952468,23184525,11/10/2023
-77.05808284,38.93483207,23174075,10/22/2023
-76.98230481,38.84735098,23174978,10/24/2023
-77.031204,38.92864435,23176068,10/26/2023
-77.0319559,38.91593647,23177152,10/28/2023
-77.03242486,38.92656689,23177539,10/28/2023
-77.02426531,38.94298307,23185775,11/12/2023
-77.03273216,38.92952468,23186352,11/13/2023
-77.02140113,38.92912085,23187607,11/15/2023
-76.99844711,38.89579437,23181891,11/5/2023
-77.00277559,38.89613144,23186250,11/13/2023
-76.94720847,38.90397662,23186325,11/13/2023
-77.04946294,38.90527296,23186466,11/13/2023
-77.03259257,38.9281796,23186590,11/14/2023
-76.98551476,38.8882951,23187192,11/15/2023
-77.03273531,38.93512442,23187826,11/16/2023
-77.00826341,38.87929416,23188530,11/17/2023
-77.07582124,38.94790619,23189255,11/18/2023
-76.99619277,38.88672108,23189571,11/19/2023
-76.99943062,38.92707873,23189587,11/19/2023
-76.98667282,38.87902559,23174310,10/23/2023
-76.9755341,38.92938032,23174490,10/23/2023
-77.06882199,38.97127786,23175223,10/24/2023
-77.03460313,38.93257516,23176108,10/26/2023
-77.05190543,38.9242076,23176269,10/26/2023
-77.02592497,38.95974405,23176358,10/26/2023
-77.02703324,38.90111037,23176411,10/26/2023
-77.00295624,38.87701331,23176597,10/27/2023
-76.98582415,38.903837,23177245,10/28/2023
-76.93417029,38.8875163,23177920,10/29/2023
-77.05161422,38.9170144,23178187,10/30/2023
-77.00644253,38.91811554,23178410,10/30/2023
-77.02887543,38.92243615,23178638,10/30/2023
-77.04577875,38.90101882,23178758,10/30/2023
-77.02191821,38.90644939,23178874,10/31/2023
-77.04207909,38.92548281,23179343,10/31/2023
-77.00368477,38.94074769,23180682,11/3/2023
-76.93549864,38.89928416,23180713,11/3/2023
-76.96560651,38.85126953,23180900,11/3/2023
-77.0307909,38.91557996,23181207,11/4/2023
-77.02645401,38.93030008,23181430,11/4/2023
-76.9799399,38.90155459,23181829,11/5/2023
-76.967301,38.92451706,23182003,11/5/2023
-76.99919397,38.95741279,23183452,11/8/2023
-77.02703628,38.8967474,23183674,11/8/2023
-77.02498591,38.93409443,23424170,10/29/2023
-77.0403008,38.90424574,23178234,10/30/2023
-77.00471222,38.84569646,23174527,10/23/2023
-77.04008237,38.90965326,23190184,11/20/2023
-77.01367227,38.87011919,23173782,10/22/2023
-77.0184848,38.91932002,23173847,10/22/2023
-77.02971116,38.9296643,23174084,10/22/2023
-77.0678282,38.90485377,23174092,10/22/2023
-77.04414897,38.90937262,23174455,10/23/2023
-77.00510745,38.84884941,23174612,10/23/2023
-76.95282138,38.90666939,23174725,10/23/2023
-77.0327346,38.93283181,23175325,10/25/2023
-77.02962507,38.9148387,23175721,10/25/2023
-77.04085865,38.90520683,23175867,10/26/2023
-77.03273216,38.92952468,23183750,11/8/2023
-77.01108346,38.82163345,23183772,11/8/2023
-77.03180289,38.93457652,23184271,11/9/2023
-76.99077049,38.83730987,23184485,11/10/2023
-77.02462808,38.97098672,23185566,11/12/2023
-76.93638163,38.88707065,23185730,11/12/2023
-76.98944736,38.92766794,23185731,11/12/2023
-77.02455544,38.94906973,23185764,11/12/2023
-77.01432715,38.97484567,23186305,11/15/2023
-77.02886581,38.89524275,23186408,11/13/2023
-76.94340636,38.90514212,23186811,11/17/2023
-77.07652543,38.92526561,23187437,11/15/2023
-77.0284596,38.91811937,23187481,11/15/2023
-76.96513633,38.91714501,23187556,11/15/2023
-76.97543576,38.89012013,23187754,11/16/2023
-77.01060478,38.91408851,23187987,11/16/2023
-76.95805787,38.88979484,23188081,11/17/2023
-77.02849283,38.92769602,23188506,11/17/2023
-76.9973071,38.90021115,23188776,11/18/2023
-77.0639982,38.90515888,23189070,11/18/2023
-77.07343899,38.93193591,23189577,11/19/2023
-76.9958484,38.92447255,23190275,11/20/2023
-77.03364163,38.92875115,23173899,10/22/2023
-76.9799399,38.90155459,23180736,11/3/2023
-77.04087789,38.92387768,23181334,11/4/2023
-76.99310546,38.95453175,23173901,10/22/2023
-77.00586628,38.87556636,23178110,10/29/2023
-76.99809698,38.92733861,23178387,10/30/2023
-77.03325664,38.90965936,23183428,11/8/2023
-76.9973071,38.90021115,23175578,10/25/2023
-77.03280188,38.89832554,23182832,11/7/2023
-76.97281487,38.87310729,23188067,11/16/2023
-77.04015129,38.92189457,23424092,10/24/2023
-77.07780906,38.9400383,23182051,11/5/2023
-76.99519376,38.95139454,23182897,11/7/2023
-76.97519701,38.89949968,23185541,11/12/2023
-77.02725665,38.93072293,23173844,10/22/2023
-77.04252189,38.9064611,23174401,10/23/2023
-77.02837777,38.9257553,23175306,10/24/2023
-76.93288723,38.87735405,23175369,10/30/2023
-76.96560651,38.85126953,23175665,10/25/2023
-76.99497409,38.93188222,23175972,10/26/2023
-76.93728821,38.87330363,23176094,10/26/2023
-77.04297693,38.92058547,23424227,11/2/2023
-77.00764663,38.91186062,23424503,11/9/2023
-76.98447018,38.89970613,23424682,11/14/2023
-77.05329845,38.90624165,23173823,10/22/2023
-77.02294596,38.9133549,23173993,10/22/2023
-76.98810369,38.86335762,23174079,10/22/2023
-76.98928059,38.89775132,23177028,10/27/2023
-77.02285035,38.95827608,23177456,10/28/2023
-77.02189701,38.91701817,23177830,10/29/2023
-77.05725463,38.9308554,23179027,10/31/2023
-77.00255229,38.90565373,23183055,11/7/2023
-77.01217569,38.87139697,23178068,10/29/2023
-77.02416256,38.92503315,23180784,11/3/2023
-77.0403008,38.90424574,23181991,11/5/2023
-77.04794183,38.91862098,23174213,10/22/2023
-77.01354295,38.91756182,23175831,10/26/2023
-77.04652129,38.91639145,23177654,10/30/2023
-77.06391816,38.94487643,23179047,10/31/2023
-77.02969395,38.97227048,23179510,11/1/2023
-77.0632423,38.94371068,23184850,11/10/2023
-76.99376143,38.89280218,23184960,11/11/2023
-77.03198564,38.98558934,23184985,11/11/2023
-77.0208161,38.94308382,23185726,11/12/2023
-77.07001547,38.9184685,23185746,11/13/2023
-77.02885156,38.90133592,23186314,11/13/2023
-77.02784233,38.97656516,23186698,11/14/2023
-77.01989445,38.87885567,23176763,10/27/2023
-77.017691,38.953785,23189043,11/18/2023
-76.99377053,38.87787644,23189218,11/18/2023
-76.93754789,38.90384689,23182969,11/7/2023
-77.02295399,38.91932446,23183006,11/7/2023
-76.95033675,38.8994968,23424186,10/30/2023
-76.98927988,38.89479207,23424287,11/3/2023
-77.03866731,38.91474723,23424504,11/9/2023
-76.93397349,38.88269628,21078848,11/2/2023
-77.0006292,38.95309774,23185406,11/12/2023
-77.04087789,38.92387768,23186772,11/14/2023
-77.01829349,38.90133192,23186950,11/14/2023
-76.9632221,38.92582259,23187885,11/16/2023
-77.0249879,38.90685361,23424607,11/10/2023
-76.99320529,38.88760106,23424610,11/10/2023
-77.02191821,38.90644939,23424664,11/12/2023
-77.03646233,38.93213761,23424852,11/18/2023
-76.99306966,38.94180422,23185539,11/12/2023
-77.0014018,38.95833712,23186283,11/13/2023
-77.03195157,38.90884555,23187548,11/15/2023
-76.93288723,38.87735405,23189048,11/18/2023
-77.01755223,38.90374159,23189209,11/18/2023
-76.991562,38.92855489,23185379,11/11/2023
-77.00746436,38.87556663,23185663,11/12/2023
-76.98690852,38.90020649,23186170,11/13/2023
-77.0270403,38.92377441,23177191,10/28/2023
-77.00754398,38.91259967,23186363,11/13/2023
-77.03081254,38.92029393,23187026,11/15/2023
-76.98745068,38.83336497,23187103,11/15/2023
-77.03273216,38.92952468,23187534,11/15/2023
-76.95805787,38.88979484,23187756,11/16/2023
-77.00889225,38.82360909,23188285,11/17/2023
-76.98231519,38.85241093,23189352,11/19/2023
-76.98038889,38.89962291,23183056,11/8/2023
-77.02756186,38.90965418,23184820,11/10/2023
-77.02650852,38.91498169,23185305,11/11/2023
-77.02795704,38.95568977,23186013,11/13/2023
-77.04414897,38.90937262,23185750,11/12/2023
-76.9967955,38.84327748,23187096,11/15/2023
-77.01755158,38.90857971,23187303,11/15/2023
-77.00747812,38.90252357,23188429,11/17/2023
-77.01060512,38.91557399,23188476,11/17/2023
-76.96874265,38.87512168,23188971,11/18/2023
-77.00705235,38.8256085,23189303,11/19/2023
-77.00905531,38.90765056,23189625,11/19/2023
-77.00004956,38.91994883,23183035,11/7/2023
-77.03273502,38.93476013,23183377,11/8/2023
-77.00053907,38.87434209,23184432,11/10/2023
-76.98261077,38.90128315,23187094,11/15/2023
-76.99497645,38.88323872,23187457,11/15/2023
-76.95805787,38.88979484,23187802,11/16/2023
-77.05190543,38.9242076,23188107,11/16/2023
-77.02756239,38.9170067,23181544,11/4/2023
-77.04771829,38.90964462,23182173,11/6/2023
-77.04030159,38.9256427,23424513,11/9/2023
-76.99265161,38.89279959,23424556,11/9/2023
-77.02885721,38.89734674,23424605,11/10/2023
-77.04008268,38.92969733,23424653,11/12/2023
-77.04168568,38.90607134,23424657,11/12/2023
-77.03718485,38.93358069,23424862,11/18/2023
-77.05140687,38.90625961,23424899,11/19/2023
-76.98467013,38.86488277,23188103,11/16/2023
-77.02217281,38.9347336,23188322,11/17/2023
-76.98550834,38.89037468,23181147,11/4/2023
-77.05824917,38.93075852,23181688,11/5/2023
-77.05927851,38.91161882,23182460,11/6/2023
-77.03195248,38.90804633,23182952,11/7/2023
-77.0241728,38.93550504,23183913,11/9/2023
-77.02294501,38.91614875,23184295,11/9/2023
-77.02592666,38.94346763,23184781,11/10/2023
-76.93047694,38.8897707,23185104,11/11/2023
-77.00204106,38.90469544,23185495,11/12/2023
-76.99919627,38.90707663,23187012,11/14/2023
-77.0224361,38.94089396,23424199,10/31/2023
-77.00587661,38.8770132,23424207,11/1/2023
-77.01059767,38.92131067,23424621,11/10/2023
-77.02784844,38.93580149,23424787,11/18/2023
-76.99179589,38.86242224,23184431,11/9/2023
-76.99030825,38.9201648,23184911,11/10/2023
-77.01986468,38.95592168,23185838,11/12/2023
-77.00076324,38.90886929,23185948,11/13/2023
-77.00373001,38.87515576,23186387,11/17/2023
-77.058879,38.93620283,23186735,11/14/2023
-77.02349007,38.93083581,23187045,11/15/2023
-77.03418434,38.95515879,23188327,11/17/2023
-76.98293212,38.89478402,23188712,11/18/2023
-77.02295399,38.91932446,23189485,11/19/2023
-77.03272826,38.9466672,23189794,11/20/2023
-76.9807438,38.92755999,23189055,11/18/2023
-77.02624078,38.93974822,23424220,11/2/2023
-76.99376391,38.88028503,23424405,11/7/2023
-76.98760088,38.85793215,23424701,11/14/2023
-77.06688613,38.90370421,23424895,11/19/2023
-76.98727118,38.91193342,23424768,11/16/2023
-77.02731116,38.96945967,23175099,10/24/2023
-77.04008048,38.91039582,23424073,10/22/2023
-77.00350807,38.91297614,23424636,11/12/2023
-77.02124708,38.94044287,23424728,11/15/2023
-77.03180342,38.93602353,23424758,11/16/2023
-76.92418756,38.89381578,23174073,10/22/2023
-77.01733418,38.91591676,23189575,11/19/2023
-76.93858826,38.89113298,23176525,10/27/2023
-77.058879,38.93620283,23177404,10/28/2023
-76.99616636,38.8941902,23177565,10/28/2023
-77.00130256,38.91950714,23179421,11/1/2023
-77.03195412,38.91865635,23180300,11/2/2023
-77.03230978,38.97168344,23180419,11/3/2023
-77.07439496,38.93610012,23180758,11/3/2023
-76.99243055,38.9229806,23181312,11/4/2023
-77.02762812,38.92919782,23189217,11/19/2023
-76.99556751,38.89612464,23424782,11/18/2023
-76.994965,38.92991201,23175592,10/25/2023
-77.00057108,38.92756959,23178644,10/30/2023
-76.98155566,38.84654551,23179463,11/1/2023
-77.01755511,38.89481827,23179799,11/1/2023
-76.97266548,38.86982995,23180153,11/2/2023
-76.92589131,38.89975048,23181469,11/4/2023
-76.99496306,38.9002108,23182980,11/7/2023
-76.9936731,38.84640374,23173999,10/22/2023
-77.05800859,38.97683613,23174191,10/22/2023
-77.04085865,38.90520683,23174495,10/23/2023
-77.02808407,38.91558118,23174558,10/23/2023
-77.01066661,38.91811334,23177080,10/27/2023
-76.94764978,38.89666367,23178034,10/29/2023
-77.05808284,38.93483207,23178171,10/29/2023
-76.98392992,38.91476496,23178306,10/30/2023
-77.00512981,38.90990244,23178451,10/30/2023
-76.98955263,38.93725234,23179090,10/31/2023
-77.04006602,38.93145369,23179598,11/1/2023
-77.0628545,38.90644616,23179857,11/1/2023
-77.00449548,38.9288068,23179299,10/31/2023
-76.94764978,38.89666367,23179529,11/1/2023
-77.02191749,38.90034939,23180187,11/2/2023
-76.9984477,38.92684793,23180594,11/3/2023
-77.01907238,38.93938414,23180973,11/4/2023
-77.01454841,38.94219664,23181028,11/3/2023
-77.01063887,38.91147402,23182094,11/6/2023
-76.95655705,38.92643458,23178101,10/29/2023
-76.9986028,38.9098593,23174269,10/23/2023
-76.91570045,38.88795011,23174331,10/23/2023
-76.96756045,38.85572556,23179276,10/31/2023
-76.92387592,38.89900428,23179928,11/1/2023
-77.03273216,38.92952468,23180764,11/3/2023
-77.01454841,38.94219664,23181088,11/4/2023
-77.00057434,38.90373453,23178436,10/30/2023
-76.99556645,38.90021164,23178432,10/30/2023
-76.98518396,38.90992314,23183443,11/8/2023
-76.99320351,38.90021,23188208,11/17/2023
-76.9509734,38.89268783,23188437,11/17/2023
-77.03981175,38.90611028,23174513,10/23/2023
-77.05329845,38.90624165,23175799,10/25/2023
-77.06213274,38.90681283,23176208,10/26/2023
-77.02720446,38.93510134,23176451,10/26/2023
-77.01215766,38.91518495,23179118,10/31/2023
-76.99989621,38.83164167,23179273,11/1/2023
-77.0284596,38.91811937,23179519,11/2/2023
-77.05190543,38.9242076,23180104,11/2/2023
-77.0013289,38.9407518,23180756,11/3/2023
-77.04668409,38.89532392,23186159,11/13/2023
-76.9856093,38.90930684,23186874,11/14/2023
-77.02837726,38.92475988,23173731,10/28/2023
-77.04418377,38.90134464,23175944,10/26/2023
-76.999549,38.84402721,23177781,10/29/2023
-76.93138412,38.88401954,23178963,10/31/2023
-77.00747637,38.90565019,23178997,10/31/2023
-77.00042859,38.87929004,23179023,10/31/2023
-77.03324381,38.91700459,23179409,11/1/2023
-77.02245111,38.97060746,23181560,11/4/2023
-76.93126383,38.87759209,23181839,11/6/2023
-76.99265152,38.89812858,23181861,11/5/2023
-77.02041434,38.92700263,23182851,11/7/2023
-76.96404295,38.85314121,23184180,11/9/2023
-77.00501805,38.87648904,23184286,11/9/2023
-77.08030055,38.94925444,23186427,11/13/2023
-77.08396396,38.93582627,23187941,11/16/2023
-77.02962367,38.91700673,23188618,11/17/2023
-77.03195469,38.91298543,23189222,11/19/2023
-77.00373001,38.87515576,23189331,11/19/2023
-77.01435932,38.91573511,23189420,11/19/2023
-76.93578476,38.90671631,23189697,11/20/2023
-77.02032425,38.93217567,23184107,11/9/2023
-77.07103891,38.91967437,23184883,11/10/2023
-76.99024621,38.89319569,23185863,11/12/2023
-77.08529059,38.95991976,23187379,11/15/2023
-77.01905626,38.93044106,23187624,11/15/2023
-77.00899955,38.83256873,23187841,11/16/2023
-76.99265152,38.89812858,23174212,10/22/2023
-77.06398436,38.90862575,23174981,10/24/2023
-76.99217164,38.93676015,23175468,10/25/2023
-77.007472,38.90790804,23176202,10/26/2023
-76.99438632,38.88395238,23176782,10/27/2023
-77.01367634,38.90964852,23178660,10/30/2023
-76.99585557,38.88455213,23178728,10/31/2023
-76.9486391,38.90176555,23179011,10/31/2023
-77.02090793,38.90181965,23187224,11/15/2023
-76.96145425,38.88324188,23187460,11/15/2023
-77.02969659,38.95782106,23187615,11/16/2023
-77.02192044,38.91483787,23188901,11/18/2023
-77.00540126,38.87991429,23177676,10/29/2023
-76.96674541,38.84978148,23178470,10/30/2023
-77.02731116,38.96945967,23180905,11/3/2023
-77.03273216,38.92952468,23181050,11/4/2023
-76.94811283,38.88288511,23182337,11/6/2023
-77.05808284,38.93483207,23183068,11/7/2023
-77.04359071,38.92561981,23174011,10/22/2023
-77.05808284,38.93483207,23174488,10/23/2023
-76.94880173,38.89089303,23174803,10/24/2023
-76.93166937,38.90062721,23174864,10/24/2023
-77.0280867,38.91756248,23176132,10/26/2023
-77.02599374,38.89869317,23176180,10/26/2023
-77.05163139,38.90091315,23176738,10/27/2023
-77.05163139,38.90091315,23183409,11/8/2023
-77.05808284,38.93483207,23183665,11/8/2023
-77.02506106,38.91557953,23185476,11/12/2023
-76.99952246,38.87701113,23186339,11/13/2023
-76.98007376,38.91719616,23187285,11/15/2023
-76.99919627,38.90707663,23187483,11/15/2023
-76.99339773,38.85698665,23187769,11/16/2023
-76.97511483,38.91729421,23188165,11/16/2023
-77.01048717,38.97207785,23188511,11/17/2023
-76.9280307,38.90607238,23183813,11/9/2023
-77.03858478,38.93184794,23181703,11/6/2023
-76.93785709,38.8903722,23182195,11/6/2023
-77.09869606,38.93263167,23183759,11/8/2023
-76.98780698,38.83236981,23174809,10/23/2023
-77.03272567,38.93071531,23175761,10/25/2023
-76.93521125,38.87275044,23177586,10/28/2023
-76.93728821,38.87330363,23177606,10/28/2023
-77.00747812,38.90252357,23178040,10/29/2023
-77.00747637,38.90565019,23179233,10/31/2023
-77.01753159,38.97405935,23179561,11/1/2023
-77.00130693,38.90021235,23179974,11/2/2023
-77.05141299,38.90450812,23180463,11/2/2023
-77.0034228,38.96444702,23180878,11/3/2023
-77.02660825,38.98448484,23180992,11/4/2023
-77.02340307,38.94300874,23181966,11/5/2023
-77.04045421,38.92043449,23182061,11/5/2023
-77.03121924,38.93868564,23182398,11/6/2023
-77.02449953,38.88003273,23183237,11/8/2023
-77.05696425,38.92945169,23183459,11/8/2023
-76.98191908,38.90075083,23174140,10/22/2023
-77.02527823,38.87928586,23174675,10/23/2023
-77.058879,38.93620283,23176346,10/26/2023
-77.03273216,38.92952468,23177482,10/28/2023
-77.03966944,38.90315162,23177914,10/29/2023
-77.03118411,38.98178773,23178536,10/30/2023
-76.96583972,38.86032036,23178597,10/30/2023
-76.98076771,38.89830938,23179730,11/1/2023
-77.08768773,38.91202408,23188758,11/18/2023
-77.0189666,38.97361764,23183078,11/7/2023
-76.98890736,38.90642003,23183450,11/8/2023
-76.97726122,38.88867844,23182161,11/6/2023
-76.9990354,38.95255914,23182914,11/7/2023
-77.03325629,38.91113448,23189528,11/19/2023
-77.00130926,38.90133308,23424298,11/4/2023
-77.033649,38.89379184,23424683,11/14/2023
-77.00772758,38.9172703,23424785,11/18/2023
-77.02506106,38.91557953,23424813,11/18/2023
-77.02463676,38.9170042,23424864,11/18/2023
-77.00471623,38.88392758,23184189,11/9/2023
-77.01531389,38.90685339,23424834,11/18/2023
-76.95851571,38.89477738,23186461,11/13/2023
-77.05141813,38.90205505,23186758,11/14/2023
-77.04174163,38.92307185,23187281,11/15/2023
-77.01064972,38.87380669,23188522,11/17/2023
-76.999549,38.84402721,23189012,11/18/2023
-76.95970806,38.8763992,23189327,11/19/2023
-77.01603424,38.90891792,23424100,10/24/2023
-77.04881506,38.90451815,23424146,10/28/2023
-77.01941556,38.90858022,23424214,11/2/2023
-76.99375648,38.90192531,23424338,11/6/2023
-77.03348451,38.94240949,23184215,11/9/2023
-77.08515978,38.90847648,23424120,10/26/2023
-77.07462187,38.92588788,23424273,11/3/2023
-77.03519261,38.93584996,23424399,11/7/2023
-76.99153123,38.8846091,23424582,11/10/2023
-76.98710083,38.92052041,23424783,11/18/2023
-77.01312371,38.91335174,23424172,10/29/2023
-77.03649226,38.92299884,23424467,11/8/2023
-77.01996762,38.95807923,23424859,11/18/2023
-77.02651085,38.89735568,23176908,10/27/2023
-77.02497743,38.90724602,23178013,10/29/2023
-77.02294704,38.91671862,23184377,11/9/2023
-76.97409213,38.87179938,23184671,11/10/2023
-77.0425162,38.9106426,23184196,11/9/2023
-77.04236279,38.9243182,23424329,11/5/2023
-77.02124708,38.94044287,23424802,11/18/2023
